Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
[70-80),[50-60),0.4826927971494019,0.4764177964483483,0.9870000117297972,0.006275000701053579,0.9780308601717846,0.01365600579620141,,,,,,,
[70-80),[60-70),0.4826927971494019,0.4831694965743223,0.9990133908942923,0.0004766994249204015,0.9826387915028245,0.010791718097310166,,,,,,,
[70-80),[30-40),0.4826927971494019,0.4455270150575731,0.9230032386824174,0.0371657820918288,0.9576363809384152,0.026333203392427285,,,,,,,
[70-80),[80-90),0.4826927971494019,0.4796905222437137,0.993780153912761,0.0030022749056881626,0.0,0.07074721780604133,,,,,,,
[70-80),[40-50),0.4826927971494019,0.49171075837742506,0.9816600286359787,0.009017961228023175,0.9734229951183772,0.01697129858221813,,,,,,,
[70-80),[90-100),0.4826927971494019,0.470873786407767,0.9755144248859038,0.011819010741634883,0.0,0.13360323886639677,,,,,,,
[70-80),[20-30),0.4826927971494019,0.45792563600782776,0.948689598668471,0.024767161141574123,0.9434791830617937,0.035133310168242615,,,,,,,
[70-80),[10-20),0.4826927971494019,0.5410628019323671,0.8921197233029124,0.058370004782965224,0.0,0.14285714285714285,,,,,,,
[70-80),[0-10),0.4826927971494019,0.5333333333333333,0.9050489946551286,0.05064053618393144,0.0,0.5,,,,,,,
[50-60),[60-70),0.4764177964483483,0.4831694965743223,0.9860262285308911,0.006751700125973981,0.9953106559898856,0.0028642876988912436,,,,,,,
[50-60),[30-40),0.4764177964483483,0.4455270150575731,0.9351603117661363,0.030890781390775224,0.9791474072405166,0.012677197596225875,,,,,,,
[50-60),[80-90),0.4764177964483483,0.4796905222437137,0.9931774224346616,0.0032727257953654165,0.0,0.07074721780604133,,,,,,,
[50-60),[40-50),0.4764177964483483,0.49171075837742506,0.9688984597783841,0.015292961929076754,0.9520377292266213,0.03062730437841954,,,,,,,
[50-60),[90-100),0.4764177964483483,0.470873786407767,0.9883631340350604,0.005544010040581304,0.0,0.13360323886639677,,,,,,,
[50-60),[20-30),0.4764177964483483,0.45792563600782776,0.9611849922937852,0.018492160440520544,0.964672201545949,0.021477304372041206,,,,,,,
[50-60),[10-20),0.4764177964483483,0.5410628019323671,0.8805221773643581,0.0646450054840188,0.0,0.14285714285714285,,,,,,,
[50-60),[0-10),0.4764177964483483,0.5333333333333333,0.8932833683406531,0.05691553688498502,0.0,0.5,,,,,,,
[60-70),[30-40),0.4831694965743223,0.4455270150575731,0.9220925952825357,0.037642481516749204,0.9745558482113542,0.015541485295117119,,,,,,,
[60-70),[80-90),0.4831694965743223,0.4796905222437137,0.9927996813638391,0.003478974330608564,0.0,0.07074721780604133,,,,,,,
[60-70),[40-50),0.4831694965743223,0.49171075837742506,0.9826294998480657,0.008541261803102773,0.956523195544182,0.027763016679528296,,,,,,,
[60-70),[90-100),0.4831694965743223,0.470873786407767,0.9745519734715622,0.012295710166555285,0.0,0.13360323886639677,,,,,,,
[60-70),[20-30),0.4831694965743223,0.45792563600782776,0.9477536128719346,0.025243860566494525,0.9601485217359056,0.02434159207093245,,,,,,,
[60-70),[10-20),0.4831694965743223,0.5410628019323671,0.8930007659900422,0.05789330535804482,0.0,0.14285714285714285,,,,,,,
[60-70),[0-10),0.4831694965743223,0.5333333333333333,0.9059428060768543,0.05016383675901104,0.0,0.5,,,,,,,
[30-40),[80-90),0.4455270150575731,0.4796905222437137,0.9287801080030859,0.03416350718614064,0.0,0.07074721780604133,,,,,,,
[30-40),[40-50),0.4455270150575731,0.49171075837742506,0.9060753857160829,0.04618374331985198,0.9321852741673953,0.043304501974645415,,,,,,,
[30-40),[90-100),0.4455270150575731,0.470873786407767,0.94617077424598,0.02534677135019392,0.0,0.13360323886639677,,,,,,,
[30-40),[20-30),0.4455270150575731,0.45792563600782776,0.9729243790359823,0.01239862095025468,0.9852165204263142,0.00880010677581533,,,,,,,
[30-40),[10-20),0.4455270150575731,0.5410628019323671,0.8234293939010503,0.09553578687479403,0.0,0.14285714285714285,,,,,,,
[30-40),[0-10),0.4455270150575731,0.5333333333333333,0.8353631532329495,0.08780631827576024,0.0,0.5,,,,,,,
[80-90),[40-50),0.4796905222437137,0.49171075837742506,0.9755542543478682,0.012020236133711337,0.0,0.07074721780604133,,,,,,,
[80-90),[90-100),0.4796905222437137,0.470873786407767,0.9816199498903853,0.00881673583594672,0.5295322060027942,0.06285602106035544,,,,,,,
[80-90),[20-30),0.4796905222437137,0.45792563600782776,0.9546272331292216,0.02176488623588596,0.0,0.07074721780604133,,,,,,,
[80-90),[10-20),0.4796905222437137,0.5410628019323671,0.8865708759325781,0.061372279688653386,0.49523052464228934,0.07210992505110152,,,,,,,
[80-90),[0-10),0.4796905222437137,0.5333333333333333,0.8994197292069632,0.0536428110896196,0.14149443561208266,0.4292527821939587,,,,,,,
[40-50),[90-100),0.49171075837742506,0.470873786407767,0.9576235182683066,0.020836971969658058,0.0,0.13360323886639677,,,,,,,
[40-50),[20-30),0.49171075837742506,0.45792563600782776,0.9312906585955464,0.0337851223695973,0.9184043322078509,0.052104608750460746,,,,,,,
[40-50),[10-20),0.49171075837742506,0.5410628019323671,0.9087868480725625,0.04935204355494205,0.0,0.14285714285714285,,,,,,,
[40-50),[0-10),0.49171075837742506,0.5333333333333333,0.921957671957672,0.041622574955908265,0.0,0.5,,,,,,,
[90-100),[20-30),0.470873786407767,0.45792563600782776,0.9725018661609538,0.01294815039993924,0.0,0.13360323886639677,,,,,,,
[90-100),[10-20),0.470873786407767,0.5410628019323671,0.8702756588072122,0.0701890155246001,0.9352226720647775,0.02922979445034568,,,,,,,
[90-100),[0-10),0.470873786407767,0.5333333333333333,0.8828883495145632,0.06245954692556632,0.26720647773279355,0.3663967611336032,,,,,,,
[20-30),[10-20),0.45792563600782776,0.5410628019323671,0.8463447022644675,0.08313716592453935,0.0,0.14285714285714285,,,,,,,
[20-30),[0-10),0.45792563600782776,0.5333333333333333,0.858610567514677,0.07540769732550556,0.0,0.5,,,,,,,
[10-20),[0-10),0.5410628019323671,0.5333333333333333,0.9857142857142858,0.007729468599033784,0.2857142857142857,0.35714285714285715,,,,,,,
,,,,,,,,[70-80),0.4826927971494019,0.4796224417784051,0.993639110860719,0.0030703553709968134,0.0,0.025205158264947247
,,,,,,,,[50-60),0.4764177964483483,0.4812398687383861,0.9899798985842979,0.004822072290037782,0.0,0.022469952969865876
,,,,,,,,[60-70),0.4831694965743223,0.4796355391333557,0.9926858846305026,0.003533957440966573,0.0,0.02357887040760373
,,,,,,,,[30-40),0.4455270150575731,0.48175232134961393,0.9248051235320324,0.03622530629204085,0.0,0.020007060851727543
,,,,,,,,[80-90),0.4796905222437137,0.48055993690851734,0.998190829908967,0.0008694146648036138,0.10067543775408945,0.0636247106835342
,,,,,,,,[40-50),0.49171075837742506,0.4792561834266113,0.97467093257851,0.012454574950813757,0.0,0.026453231203066863
,,,,,,,,[90-100),0.470873786407767,0.4806773042483,0.9796047831801336,0.009803517840533016,0.10842695858540131,0.1191170460189545
,,,,,,,,[20-30),0.45792563600782776,0.480795496185749,0.9524332894976084,0.022869860177921253,0.0,0.028574467514186908
,,,,,,,,[10-20),0.5410628019323671,0.47999868086930714,0.887140419106666,0.06106412106305997,0.12870275791624108,0.12447103458339412
,,,,,,,,[0-10),0.5333333333333333,0.48033459078235197,0.9006273577169099,0.05299874255098136,0.036411302068161955,0.481794348965919
